"REF_DATE","GEO","DGUID","Value","Type of cannabis","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022/2023","Nunavut","2021A000262","Value of sales","Topicals, seeds, and other cannabis products","Dollars","81","thousands","3","v1490436835","14.1.7","","x","","","0"
"2022/2023","Nunavut","2021A000262","Value of sales per capita","Total cannabis products","Dollars","81","units","0","v1490436836","14.3.1","","x","","","0"
"2022/2023","Nunavut","2021A000262","Value of sales per capita","Dried cannabis","Dollars","81","units","0","v1490436837","14.3.2","","x","","","0"
"2022/2023","Nunavut","2021A000262","Value of sales per capita","Inhaled cannabis extracts","Dollars","81","units","0","v1490436838","14.3.3","","x","","","0"
"2022/2023","Nunavut","2021A000262","Value of sales per capita","Ingested cannabis extracts","Dollars","81","units","0","v1490436839","14.3.4","","x","","","0"
"2022/2023","Nunavut","2021A000262","Value of sales per capita","Solid cannabis edibles","Dollars","81","units","0","v1490436840","14.3.5","","x","","","0"
"2022/2023","Nunavut","2021A000262","Value of sales per capita","Cannabis beverages","Dollars","81","units","0","v1490436841","14.3.6","","x","","","0"
"2022/2023","Nunavut","2021A000262","Value of sales per capita","Topicals, seeds, and other cannabis products","Dollars","81","units","0","v1490436842","14.3.7","","x","","","0"
"2023/2024","Canada","2021A000011124","Value of sales","Total cannabis products","Dollars","81","thousands","3","v1490436660","1.1.1","5203868","","","","0"
"2023/2024","Canada","2021A000011124","Value of sales","Dried cannabis","Dollars","81","thousands","3","v1490436647","1.1.2","3193496","","","","0"
"2023/2024","Canada","2021A000011124","Value of sales","Inhaled cannabis extracts","Dollars","81","thousands","3","v1490436648","1.1.3","1523545","","","","0"
"2023/2024","Canada","2021A000011124","Value of sales","Ingested cannabis extracts","Dollars","81","thousands","3","v1490436649","1.1.4","159750","","","","0"
"2023/2024","Canada","2021A000011124","Value of sales","Solid cannabis edibles","Dollars","81","thousands","3","v1490436650","1.1.5","223980","","","","0"
"2023/2024","Canada","2021A000011124","Value of sales","Cannabis beverages","Dollars","81","thousands","3","v1490436651","1.1.6","84456","","","","0"
"2023/2024","Canada","2021A000011124","Value of sales","Topicals, seeds, and other cannabis products","Dollars","81","thousands","3","v1490436652","1.1.7","18641","","","","0"
"2023/2024","Canada","2021A000011124","Value of sales per capita","Total cannabis products","Dollars","81","units","0","v1490436653","1.3.1","163","","","","0"
"2023/2024","Canada","2021A000011124","Value of sales per capita","Dried cannabis","Dollars","81","units","0","v1490436654","1.3.2","100","","","","0"
"2023/2024","Canada","2021A000011124","Value of sales per capita","Inhaled cannabis extracts","Dollars","81","units","0","v1490436655","1.3.3","48","","","","0"
"2023/2024","Canada","2021A000011124","Value of sales per capita","Ingested cannabis extracts","Dollars","81","units","0","v1490436656","1.3.4","5","","","","0"
"2023/2024","Canada","2021A000011124","Value of sales per capita","Solid cannabis edibles","Dollars","81","units","0","v1490436657","1.3.5","7","","","","0"
"2023/2024","Canada","2021A000011124","Value of sales per capita","Cannabis beverages","Dollars","81","units","0","v1490436658","1.3.6","3","","","","0"
"2023/2024","Canada","2021A000011124","Value of sales per capita","Topicals, seeds, and other cannabis products","Dollars","81","units","0","v1490436659","1.3.7","1","","","","0"
"2023/2024","Newfoundland and Labrador","2021A000210","Value of sales","Total cannabis products","Dollars","81","thousands","3","v1490436661","2.1.1","85207","","","","0"
"2023/2024","Newfoundland and Labrador","2021A000210","Value of sales","Dried cannabis","Dollars","81","thousands","3","v1490436662","2.1.2","52227","","","","0"
"2023/2024","Newfoundland and Labrador","2021A000210","Value of sales","Inhaled cannabis extracts","Dollars","81","thousands","3","v1490436663","2.1.3","21640","","","","0"
"2023/2024","Newfoundland and Labrador","2021A000210","Value of sales","Ingested cannabis extracts","Dollars","81","thousands","3","v1490436664","2.1.4","3426","","","","0"
"2023/2024","Newfoundland and Labrador","2021A000210","Value of sales","Solid cannabis edibles","Dollars","81","thousands","3","v1490436665","2.1.5","6078","","","","0"
"2023/2024","Newfoundland and Labrador","2021A000210","Value of sales","Cannabis beverages","Dollars","81","thousands","3","v1490436666","2.1.6","1357","","","","0"
"2023/2024","Newfoundland and Labrador","2021A000210","Value of sales","Topicals, seeds, and other cannabis products","Dollars","81","thousands","3","v1490436667","2.1.7","479","","","","0"
"2023/2024","Newfoundland and Labrador","2021A000210","Value of sales per capita","Total cannabis products","Dollars","81","units","0","v1490436668","2.3.1","190","","","","0"
"2023/2024","Newfoundland and Labrador","2021A000210","Value of sales per capita","Dried cannabis","Dollars","81","units","0","v1490436669","2.3.2","116","","","","0"
"2023/2024","Newfoundland and Labrador","2021A000210","Value of sales per capita","Inhaled cannabis extracts","Dollars","81","units","0","v1490436670","2.3.3","48","","","","0"
"2023/2024","Newfoundland and Labrador","2021A000210","Value of sales per capita","Ingested cannabis extracts","Dollars","81","units","0","v1490436671","2.3.4","8","","","","0"
"2023/2024","Newfoundland and Labrador","2021A000210","Value of sales per capita","Solid cannabis edibles","Dollars","81","units","0","v1490436672","2.3.5","14","","","","0"
"2023/2024","Newfoundland and Labrador","2021A000210","Value of sales per capita","Cannabis beverages","Dollars","81","units","0","v1490436673","2.3.6","3","","","","0"
"2023/2024","Newfoundland and Labrador","2021A000210","Value of sales per capita","Topicals, seeds, and other cannabis products","Dollars","81","units","0","v1490436674","2.3.7","1","","","","0"
"2023/2024","Prince Edward Island","2021A000211","Value of sales","Total cannabis products","Dollars","81","thousands","3","v1490436675","3.1.1","24966","","","","0"
"2023/2024","Prince Edward Island","2021A000211","Value of sales","Dried cannabis","Dollars","81","thousands","3","v1490436676","3.1.2","16972","","","","0"
"2023/2024","Prince Edward Island","2021A000211","Value of sales","Inhaled cannabis extracts","Dollars","81","thousands","3","v1490436677","3.1.3","3702","","","","0"
"2023/2024","Prince Edward Island","2021A000211","Value of sales","Ingested cannabis extracts","Dollars","81","thousands","3","v1490436678","3.1.4","916","","","","0"
"2023/2024","Prince Edward Island","2021A000211","Value of sales","Solid cannabis edibles","Dollars","81","thousands","3","v1490436679","3.1.5","1461","","","","0"
"2023/2024","Prince Edward Island","2021A000211","Value of sales","Cannabis beverages","Dollars","81","thousands","3","v1490436680","3.1.6","494","","","","0"
"2023/2024","Prince Edward Island","2021A000211","Value of sales","Topicals, seeds, and other cannabis products","Dollars","81","thousands","3","v1490436681","3.1.7","1421","","","","0"
"2023/2024","Prince Edward Island","2021A000211","Value of sales per capita","Total cannabis products","Dollars","81","units","0","v1490436682","3.3.1","177","","","","0"
"2023/2024","Prince Edward Island","2021A000211","Value of sales per capita","Dried cannabis","Dollars","81","units","0","v1490436683","3.3.2","120","","","","0"
"2023/2024","Prince Edward Island","2021A000211","Value of sales per capita","Inhaled cannabis extracts","Dollars","81","units","0","v1490436684","3.3.3","26","","","","0"
"2023/2024","Prince Edward Island","2021A000211","Value of sales per capita","Ingested cannabis extracts","Dollars","81","units","0","v1490436685","3.3.4","6","","","","0"
"2023/2024","Prince Edward Island","2021A000211","Value of sales per capita","Solid cannabis edibles","Dollars","81","units","0","v1490436686","3.3.5","10","","","","0"
"2023/2024","Prince Edward Island","2021A000211","Value of sales per capita","Cannabis beverages","Dollars","81","units","0","v1490436687","3.3.6","3","","","","0"
"2023/2024","Prince Edward Island","2021A000211","Value of sales per capita","Topicals, seeds, and other cannabis products","Dollars","81","units","0","v1490436688","3.3.7","10","","","","0"
"2023/2024","Nova Scotia","2021A000212","Value of sales","Total cannabis products","Dollars","81","thousands","3","v1490436689","4.1.1","120977","","","","0"
"2023/2024","Nova Scotia","2021A000212","Value of sales","Dried cannabis","Dollars","81","thousands","3","v1490436690","4.1.2","76723","","","","0"
"2023/2024","Nova Scotia","2021A000212","Value of sales","Inhaled cannabis extracts","Dollars","81","thousands","3","v1490436691","4.1.3","31025","","","","0"
"2023/2024","Nova Scotia","2021A000212","Value of sales","Ingested cannabis extracts","Dollars","81","thousands","3","v1490436692","4.1.4","1833","","","","0"
"2023/2024","Nova Scotia","2021A000212","Value of sales","Solid cannabis edibles","Dollars","81","thousands","3","v1490436693","4.1.5","6728","","","","0"
"2023/2024","Nova Scotia","2021A000212","Value of sales","Cannabis beverages","Dollars","81","thousands","3","v1490436694","4.1.6","2749","","","","0"
"2023/2024","Nova Scotia","2021A000212","Value of sales","Topicals, seeds, and other cannabis products","Dollars","81","thousands","3","v1490436695","4.1.7","1919","","","","0"
"2023/2024","Nova Scotia","2021A000212","Value of sales per capita","Total cannabis products","Dollars","81","units","0","v1490436696","4.3.1","139","","","","0"
"2023/2024","Nova Scotia","2021A000212","Value of sales per capita","Dried cannabis","Dollars","81","units","0","v1490436697","4.3.2","88","","","","0"
"2023/2024","Nova Scotia","2021A000212","Value of sales per capita","Inhaled cannabis extracts","Dollars","81","units","0","v1490436698","4.3.3","36","","","","0"
"2023/2024","Nova Scotia","2021A000212","Value of sales per capita","Ingested cannabis extracts","Dollars","81","units","0","v1490436699","4.3.4","2","","","","0"
"2023/2024","Nova Scotia","2021A000212","Value of sales per capita","Solid cannabis edibles","Dollars","81","units","0","v1490436700","4.3.5","8","","","","0"
"2023/2024","Nova Scotia","2021A000212","Value of sales per capita","Cannabis beverages","Dollars","81","units","0","v1490436701","4.3.6","3","","","","0"
"2023/2024","Nova Scotia","2021A000212","Value of sales per capita","Topicals, seeds, and other cannabis products","Dollars","81","units","0","v1490436702","4.3.7","2","","","","0"
"2023/2024","New Brunswick","2021A000213","Value of sales","Total cannabis products","Dollars","81","thousands","3","v1490436703","5.1.1","93829","","","","0"
"2023/2024","New Brunswick","2021A000213","Value of sales","Dried cannabis","Dollars","81","thousands","3","v1490436704","5.1.2","48974","","","","0"
"2023/2024","New Brunswick","2021A000213","Value of sales","Inhaled cannabis extracts","Dollars","81","thousands","3","v1490436705","5.1.3","31237","","","","0"
"2023/2024","New Brunswick","2021A000213","Value of sales","Ingested cannabis extracts","Dollars","81","thousands","3","v1490436706","5.1.4","2911","","","","0"
"2023/2024","New Brunswick","2021A000213","Value of sales","Solid cannabis edibles","Dollars","81","thousands","3","v1490436707","5.1.5","7072","","","","0"
"2023/2024","New Brunswick","2021A000213","Value of sales","Cannabis beverages","Dollars","81","thousands","3","v1490436708","5.1.6","2521","","","","0"
"2023/2024","New Brunswick","2021A000213","Value of sales","Topicals, seeds, and other cannabis products","Dollars","81","thousands","3","v1490436709","5.1.7","1114","","","","0"
"2023/2024","New Brunswick","2021A000213","Value of sales per capita","Total cannabis products","Dollars","81","units","0","v1490436710","5.3.1","138","","","","0"
"2023/2024","New Brunswick","2021A000213","Value of sales per capita","Dried cannabis","Dollars","81","units","0","v1490436711","5.3.2","72","","","","0"
"2023/2024","New Brunswick","2021A000213","Value of sales per capita","Inhaled cannabis extracts","Dollars","81","units","0","v1490436712","5.3.3","46","","","","0"
"2023/2024","New Brunswick","2021A000213","Value of sales per capita","Ingested cannabis extracts","Dollars","81","units","0","v1490436713","5.3.4","4","","","","0"
"2023/2024","New Brunswick","2021A000213","Value of sales per capita","Solid cannabis edibles","Dollars","81","units","0","v1490436714","5.3.5","10","","","","0"
"2023/2024","New Brunswick","2021A000213","Value of sales per capita","Cannabis beverages","Dollars","81","units","0","v1490436715","5.3.6","4","","","","0"
"2023/2024","New Brunswick","2021A000213","Value of sales per capita","Topicals, seeds, and other cannabis products","Dollars","81","units","0","v1490436716","5.3.7","2","","","","0"
"2023/2024","Quebec","2021A000224","Value of sales","Total cannabis products","Dollars","81","thousands","3","v1490436717","6.1.1","662080","","","","0"
"2023/2024","Quebec","2021A000224","Value of sales","Dried cannabis","Dollars","81","thousands","3","v1490436718","6.1.2","559637","","","","0"
"2023/2024","Quebec","2021A000224","Value of sales","Inhaled cannabis extracts","Dollars","81","thousands","3","v1490436719","6.1.3","61752","","","","0"
"2023/2024","Quebec","2021A000224","Value of sales","Ingested cannabis extracts","Dollars","81","thousands","3","v1490436720","6.1.4","33533","","","","0"
"2023/2024","Quebec","2021A000224","Value of sales","Solid cannabis edibles","Dollars","81","thousands","3","v1490436721","6.1.5","2340","","","","0"
"2023/2024","Quebec","2021A000224","Value of sales","Cannabis beverages","Dollars","81","thousands","3","v1490436722","6.1.6","4818","","","","0"
"2023/2024","Quebec","2021A000224","Value of sales","Topicals, seeds, and other cannabis products","Dollars","81","thousands","3","v1490436723","6.1.7","0","","","","0"
"2023/2024","Quebec","2021A000224","Value of sales per capita","Total cannabis products","Dollars","81","units","0","v1490436724","6.3.1","96","","","","0"
"2023/2024","Quebec","2021A000224","Value of sales per capita","Dried cannabis","Dollars","81","units","0","v1490436725","6.3.2","81","","","","0"
"2023/2024","Quebec","2021A000224","Value of sales per capita","Inhaled cannabis extracts","Dollars","81","units","0","v1490436726","6.3.3","9","","","","0"
"2023/2024","Quebec","2021A000224","Value of sales per capita","Ingested cannabis extracts","Dollars","81","units","0","v1490436727","6.3.4","5","","","","0"
"2023/2024","Quebec","2021A000224","Value of sales per capita","Solid cannabis edibles","Dollars","81","units","0","v1490436728","6.3.5","0","","","","0"
"2023/2024","Quebec","2021A000224","Value of sales per capita","Cannabis beverages","Dollars","81","units","0","v1490436729","6.3.6","1","","","","0"
"2023/2024","Quebec","2021A000224","Value of sales per capita","Topicals, seeds, and other cannabis products","Dollars","81","units","0","v1490436730","6.3.7","0","","","","0"
"2023/2024","Ontario","2021A000235","Value of sales","Total cannabis products","Dollars","81","thousands","3","v1490436731","7.1.1","2096876","","","","0"
"2023/2024","Ontario","2021A000235","Value of sales","Dried cannabis","Dollars","81","thousands","3","v1490436732","7.1.2","1267715","","","","0"
"2023/2024","Ontario","2021A000235","Value of sales","Inhaled cannabis extracts","Dollars","81","thousands","3","v1490436733","7.1.3","636011","","","","0"
"2023/2024","Ontario","2021A000235","Value of sales","Ingested cannabis extracts","Dollars","81","thousands","3","v1490436734","7.1.4","56579","","","","0"
"2023/2024","Ontario","2021A000235","Value of sales","Solid cannabis edibles","Dollars","81","thousands","3","v1490436735","7.1.5","96691","","","","0"
"2023/2024","Ontario","2021A000235","Value of sales","Cannabis beverages","Dollars","81","thousands","3","v1490436736","7.1.6","38863","","","","0"
"2023/2024","Ontario","2021A000235","Value of sales","Topicals, seeds, and other cannabis products","Dollars","81","thousands","3","v1490436737","7.1.7","1017","","","","0"
"2023/2024","Ontario","2021A000235","Value of sales per capita","Total cannabis products","Dollars","81","units","0","v1490436738","7.3.1","166","","","","0"
"2023/2024","Ontario","2021A000235","Value of sales per capita","Dried cannabis","Dollars","81","units","0","v1490436739","7.3.2","101","","","","0"
"2023/2024","Ontario","2021A000235","Value of sales per capita","Inhaled cannabis extracts","Dollars","81","units","0","v1490436740","7.3.3","50","","","","0"
"2023/2024","Ontario","2021A000235","Value of sales per capita","Ingested cannabis extracts","Dollars","81","units","0","v1490436741","7.3.4","4","","","","0"
"2023/2024","Ontario","2021A000235","Value of sales per capita","Solid cannabis edibles","Dollars","81","units","0","v1490436742","7.3.5","8","","","","0"
"2023/2024","Ontario","2021A000235","Value of sales per capita","Cannabis beverages","Dollars","81","units","0","v1490436743","7.3.6","3","","","","0"
"2023/2024","Ontario","2021A000235","Value of sales per capita","Topicals, seeds, and other cannabis products","Dollars","81","units","0","v1490436744","7.3.7","0","","","","0"
"2023/2024","Manitoba","2021A000246","Value of sales","Total cannabis products","Dollars","81","thousands","3","v1490436745","8.1.1","204257","","","","0"
"2023/2024","Manitoba","2021A000246","Value of sales","Dried cannabis","Dollars","81","thousands","3","v1490436746","8.1.2","126354","","","","0"
"2023/2024","Manitoba","2021A000246","Value of sales","Inhaled cannabis extracts","Dollars","81","thousands","3","v1490436747","8.1.3","58217","","","","0"
"2023/2024","Manitoba","2021A000246","Value of sales","Ingested cannabis extracts","Dollars","81","thousands","3","v1490436748","8.1.4","5464","","","","0"
"2023/2024","Manitoba","2021A000246","Value of sales","Solid cannabis edibles","Dollars","81","thousands","3","v1490436749","8.1.5","10375","","","","0"
"2023/2024","Manitoba","2021A000246","Value of sales","Cannabis beverages","Dollars","81","thousands","3","v1490436750","8.1.6","3165","","","","0"
"2023/2024","Manitoba","2021A000246","Value of sales","Topicals, seeds, and other cannabis products","Dollars","81","thousands","3","v1490436751","8.1.7","682","","","","0"
"2023/2024","Manitoba","2021A000246","Value of sales per capita","Total cannabis products","Dollars","81","units","0","v1490436752","8.3.1","182","","","","0"
"2023/2024","Manitoba","2021A000246","Value of sales per capita","Dried cannabis","Dollars","81","units","0","v1490436753","8.3.2","113","","","","0"
"2023/2024","Manitoba","2021A000246","Value of sales per capita","Inhaled cannabis extracts","Dollars","81","units","0","v1490436754","8.3.3","52","","","","0"
"2023/2024","Manitoba","2021A000246","Value of sales per capita","Ingested cannabis extracts","Dollars","81","units","0","v1490436755","8.3.4","5","","","","0"
"2023/2024","Manitoba","2021A000246","Value of sales per capita","Solid cannabis edibles","Dollars","81","units","0","v1490436756","8.3.5","9","","","","0"
"2023/2024","Manitoba","2021A000246","Value of sales per capita","Cannabis beverages","Dollars","81","units","0","v1490436757","8.3.6","3","","","","0"
"2023/2024","Manitoba","2021A000246","Value of sales per capita","Topicals, seeds, and other cannabis products","Dollars","81","units","0","v1490436758","8.3.7","1","","","","0"
"2023/2024","Saskatchewan","2021A000247","Value of sales","Total cannabis products","Dollars","81","thousands","3","v1490436759","9.1.1","187949","","","","0"
"2023/2024","Saskatchewan","2021A000247","Value of sales","Dried cannabis","Dollars","81","thousands","3","v1490436760","9.1.2","108287","","","","0"
"2023/2024","Saskatchewan","2021A000247","Value of sales","Inhaled cannabis extracts","Dollars","81","thousands","3","v1490436761","9.1.3","62892","","","","0"
"2023/2024","Saskatchewan","2021A000247","Value of sales","Ingested cannabis extracts","Dollars","81","thousands","3","v1490436762","9.1.4","4775","","","","0"
"2023/2024","Saskatchewan","2021A000247","Value of sales","Solid cannabis edibles","Dollars","81","thousands","3","v1490436763","9.1.5","8525","","","","0"
"2023/2024","Saskatchewan","2021A000247","Value of sales","Cannabis beverages","Dollars","81","thousands","3","v1490436764","9.1.6","2467","","","","0"
"2023/2024","Saskatchewan","2021A000247","Value of sales","Topicals, seeds, and other cannabis products","Dollars","81","thousands","3","v1490436765","9.1.7","1003","","","","0"
"2023/2024","Saskatchewan","2021A000247","Value of sales per capita","Total cannabis products","Dollars","81","units","0","v1490436766","9.3.1","205","","","","0"
"2023/2024","Saskatchewan","2021A000247","Value of sales per capita","Dried cannabis","Dollars","81","units","0","v1490436767","9.3.2","118","","","","0"
"2023/2024","Saskatchewan","2021A000247","Value of sales per capita","Inhaled cannabis extracts","Dollars","81","units","0","v1490436768","9.3.3","68","","","","0"
"2023/2024","Saskatchewan","2021A000247","Value of sales per capita","Ingested cannabis extracts","Dollars","81","units","0","v1490436769","9.3.4","5","","","","0"
"2023/2024","Saskatchewan","2021A000247","Value of sales per capita","Solid cannabis edibles","Dollars","81","units","0","v1490436770","9.3.5","9","","","","0"
"2023/2024","Saskatchewan","2021A000247","Value of sales per capita","Cannabis beverages","Dollars","81","units","0","v1490436771","9.3.6","3","","","","0"
"2023/2024","Saskatchewan","2021A000247","Value of sales per capita","Topicals, seeds, and other cannabis products","Dollars","81","units","0","v1490436772","9.3.7","1","","","","0"
"2023/2024","Alberta","2021A000248","Value of sales","Total cannabis products","Dollars","81","thousands","3","v1490436773","10.1.1","910384","","","","0"
"2023/2024","Alberta","2021A000248","Value of sales","Dried cannabis","Dollars","81","thousands","3","v1490436774","10.1.2","490419","","","","0"
"2023/2024","Alberta","2021A000248","Value of sales","Inhaled cannabis extracts","Dollars","81","thousands","3","v1490436775","10.1.3","340315","","","","0"
"2023/2024","Alberta","2021A000248","Value of sales","Ingested cannabis extracts","Dollars","81","thousands","3","v1490436776","10.1.4","20951","","","","0"
"2023/2024","Alberta","2021A000248","Value of sales","Solid cannabis edibles","Dollars","81","thousands","3","v1490436777","10.1.5","41558","","","","0"
"2023/2024","Alberta","2021A000248","Value of sales","Cannabis beverages","Dollars","81","thousands","3","v1490436778","10.1.6","13309","","","","0"
"2023/2024","Alberta","2021A000248","Value of sales","Topicals, seeds, and other cannabis products","Dollars","81","thousands","3","v1490436779","10.1.7","3832","","","","0"
"2023/2024","Alberta","2021A000248","Value of sales per capita","Total cannabis products","Dollars","81","units","0","v1490436780","10.3.1","248","","","","0"
"2023/2024","Alberta","2021A000248","Value of sales per capita","Dried cannabis","Dollars","81","units","0","v1490436781","10.3.2","134","","","","0"
"2023/2024","Alberta","2021A000248","Value of sales per capita","Inhaled cannabis extracts","Dollars","81","units","0","v1490436782","10.3.3","93","","","","0"
"2023/2024","Alberta","2021A000248","Value of sales per capita","Ingested cannabis extracts","Dollars","81","units","0","v1490436783","10.3.4","6","","","","0"
"2023/2024","Alberta","2021A000248","Value of sales per capita","Solid cannabis edibles","Dollars","81","units","0","v1490436784","10.3.5","11","","","","0"
"2023/2024","Alberta","2021A000248","Value of sales per capita","Cannabis beverages","Dollars","81","units","0","v1490436785","10.3.6","4","","","","0"
"2023/2024","Alberta","2021A000248","Value of sales per capita","Topicals, seeds, and other cannabis products","Dollars","81","units","0","v1490436786","10.3.7","1","","","","0"
"2023/2024","British Columbia","2021A000259","Value of sales","Total cannabis products","Dollars","81","thousands","3","v1490436787","11.1.1","791041","","","","0"
"2023/2024","British Columbia","2021A000259","Value of sales","Dried cannabis","Dollars","81","thousands","3","v1490436788","11.1.2","429757","","","","0"
"2023/2024","British Columbia","2021A000259","Value of sales","Inhaled cannabis extracts","Dollars","81","thousands","3","v1490436789","11.1.3","268798","","","","0"
"2023/2024","British Columbia","2021A000259","Value of sales","Ingested cannabis extracts","Dollars","81","thousands","3","v1490436790","11.1.4","28917","","","","0"
"2023/2024","British Columbia","2021A000259","Value of sales","Solid cannabis edibles","Dollars","81","thousands","3","v1490436791","11.1.5","42048","","","","0"
"2023/2024","British Columbia","2021A000259","Value of sales","Cannabis beverages","Dollars","81","thousands","3","v1490436792","11.1.6","14421","","","","0"
"2023/2024","British Columbia","2021A000259","Value of sales","Topicals, seeds, and other cannabis products","Dollars","81","thousands","3","v1490436793","11.1.7","7100","","","","0"
"2023/2024","British Columbia","2021A000259","Value of sales per capita","Total cannabis products","Dollars","81","units","0","v1490436794","11.3.1","174","","","","0"
"2023/2024","British Columbia","2021A000259","Value of sales per capita","Dried cannabis","Dollars","81","units","0","v1490436795","11.3.2","94","","","","0"
"2023/2024","British Columbia","2021A000259","Value of sales per capita","Inhaled cannabis extracts","Dollars","81","units","0","v1490436796","11.3.3","59","","","","0"
"2023/2024","British Columbia","2021A000259","Value of sales per capita","Ingested cannabis extracts","Dollars","81","units","0","v1490436797","11.3.4","6","","","","0"
"2023/2024","British Columbia","2021A000259","Value of sales per capita","Solid cannabis edibles","Dollars","81","units","0","v1490436798","11.3.5","9","","","","0"
"2023/2024","British Columbia","2021A000259","Value of sales per capita","Cannabis beverages","Dollars","81","units","0","v1490436799","11.3.6","3","","","","0"
"2023/2024","British Columbia","2021A000259","Value of sales per capita","Topicals, seeds, and other cannabis products","Dollars","81","units","0","v1490436800","11.3.7","2","","","","0"
"2023/2024","Yukon","2021A000260","Value of sales","Total cannabis products","Dollars","81","thousands","3","v1490436801","12.1.1","12960","","","","0"
"2023/2024","Yukon","2021A000260","Value of sales","Dried cannabis","Dollars","81","thousands","3","v1490436802","12.1.2","7731","","","","0"
"2023/2024","Yukon","2021A000260","Value of sales","Inhaled cannabis extracts","Dollars","81","thousands","3","v1490436803","12.1.3","4031","","","","0"
"2023/2024","Yukon","2021A000260","Value of sales","Ingested cannabis extracts","Dollars","81","thousands","3","v1490436804","12.1.4","279","","","","0"
"2023/2024","Yukon","2021A000260","Value of sales","Solid cannabis edibles","Dollars","81","thousands","3","v1490436805","12.1.5","713","","","","0"
"2023/2024","Yukon","2021A000260","Value of sales","Cannabis beverages","Dollars","81","thousands","3","v1490436806","12.1.6","148","","","","0"
"2023/2024","Yukon","2021A000260","Value of sales","Topicals, seeds, and other cannabis products","Dollars","81","thousands","3","v1490436807","12.1.7","58","","","","0"
"2023/2024","Yukon","2021A000260","Value of sales per capita","Total cannabis products","Dollars","81","units","0","v1490436808","12.3.1","356","","","","0"
"2023/2024","Yukon","2021A000260","Value of sales per capita","Dried cannabis","Dollars","81","units","0","v1490436809","12.3.2","212","","","","0"
"2023/2024","Yukon","2021A000260","Value of sales per capita","Inhaled cannabis extracts","Dollars","81","units","0","v1490436810","12.3.3","111","","","","0"
"2023/2024","Yukon","2021A000260","Value of sales per capita","Ingested cannabis extracts","Dollars","81","units","0","v1490436811","12.3.4","8","","","","0"
"2023/2024","Yukon","2021A000260","Value of sales per capita","Solid cannabis edibles","Dollars","81","units","0","v1490436812","12.3.5","20","","","","0"
"2023/2024","Yukon","2021A000260","Value of sales per capita","Cannabis beverages","Dollars","81","units","0","v1490436813","12.3.6","4","","","","0"
"2023/2024","Yukon","2021A000260","Value of sales per capita","Topicals, seeds, and other cannabis products","Dollars","81","units","0","v1490436814","12.3.7","2","","","","0"
"2023/2024","Northwest Territories","2021A000261","Value of sales","Total cannabis products","Dollars","81","thousands","3","v1490436815","13.1.1","","x","","","0"
"2023/2024","Northwest Territories","2021A000261","Value of sales","Dried cannabis","Dollars","81","thousands","3","v1490436816","13.1.2","","x","","","0"
"2023/2024","Northwest Territories","2021A000261","Value of sales","Inhaled cannabis extracts","Dollars","81","thousands","3","v1490436817","13.1.3","","x","","","0"
"2023/2024","Northwest Territories","2021A000261","Value of sales","Ingested cannabis extracts","Dollars","81","thousands","3","v1490436818","13.1.4","","x","","","0"
"2023/2024","Northwest Territories","2021A000261","Value of sales","Solid cannabis edibles","Dollars","81","thousands","3","v1490436819","13.1.5","","x","","","0"
"2023/2024","Northwest Territories","2021A000261","Value of sales","Cannabis beverages","Dollars","81","thousands","3","v1490436820","13.1.6","","x","","","0"
"2023/2024","Northwest Territories","2021A000261","Value of sales","Topicals, seeds, and other cannabis products","Dollars","81","thousands","3","v1490436821","13.1.7","","x","","","0"
"2023/2024","Northwest Territories","2021A000261","Value of sales per capita","Total cannabis products","Dollars","81","units","0","v1490436822","13.3.1","","x","","","0"
"2023/2024","Northwest Territories","2021A000261","Value of sales per capita","Dried cannabis","Dollars","81","units","0","v1490436823","13.3.2","","x","","","0"
"2023/2024","Northwest Territories","2021A000261","Value of sales per capita","Inhaled cannabis extracts","Dollars","81","units","0","v1490436824","13.3.3","","x","","","0"
"2023/2024","Northwest Territories","2021A000261","Value of sales per capita","Ingested cannabis extracts","Dollars","81","units","0","v1490436825","13.3.4","","x","","","0"
"2023/2024","Northwest Territories","2021A000261","Value of sales per capita","Solid cannabis edibles","Dollars","81","units","0","v1490436826","13.3.5","","x","","","0"
"2023/2024","Northwest Territories","2021A000261","Value of sales per capita","Cannabis beverages","Dollars","81","units","0","v1490436827","13.3.6","","x","","","0"
"2023/2024","Northwest Territories","2021A000261","Value of sales per capita","Topicals, seeds, and other cannabis products","Dollars","81","units","0","v1490436828","13.3.7","","x","","","0"
"2023/2024","Nunavut","2021A000262","Value of sales","Total cannabis products","Dollars","81","thousands","3","v1490436829","14.1.1","","x","","","0"
"2023/2024","Nunavut","2021A000262","Value of sales","Dried cannabis","Dollars","81","thousands","3","v1490436830","14.1.2","","x","","","0"
"2023/2024","Nunavut","2021A000262","Value of sales","Inhaled cannabis extracts","Dollars","81","thousands","3","v1490436831","14.1.3","","x","","","0"
"2023/2024","Nunavut","2021A000262","Value of sales","Ingested cannabis extracts","Dollars","81","thousands","3","v1490436832","14.1.4","","x","","","0"
"2023/2024","Nunavut","2021A000262","Value of sales","Solid cannabis edibles","Dollars","81","thousands","3","v1490436833","14.1.5","","x","","","0"
"2023/2024","Nunavut","2021A000262","Value of sales","Cannabis beverages","Dollars","81","thousands","3","v1490436834","14.1.6","","x","","","0"
